AgentID,LatentFactor_1,LatentFactor_2,LatentFactor_3,LatentFactor_4,LatentFactor_5,LatentFactor_6,LatentFactor_7,LatentFactor_8
45,0.35515259881113703,0.14560198212186035,0.07541860857571835,0.23778590193675997,5e-324,0.17504663478157653,0.13893800510972673,0.15087232726689948
46,0.10512355899072809,0.21665151437613978,0.15613891926316384,0.16641018808994565,0.2172525483002764,0.1426906433364614,0.6271653632750027,0.025868253994837585
47,0.1778117051096539,0.3294637103616297,0.2571091673219162,0.25678211354075486,5e-324,0.2513933318493363,0.11724249220466222,0.09792329567663201
48,0.11154824392171052,0.3042215161898642,0.24726024591514792,0.11849817690667351,0.2134618892870491,0.11892063692319091,0.43718898140321155,0.08306823055398514
49,0.21907017460337694,0.2551565356743681,0.048768818984517646,0.22309527351807348,0.245127055314229,0.2794742885975891,0.5349223447614483,0.07531774268743045
50,0.0984415215895707,0.28792932746695177,0.09948856960285284,0.2745429383035657,0.25369585705665887,0.3802158640168789,0.38590139763931913,0.11688854596525156
51,0.2932546221939569,0.002409290936433465,0.09720836737079369,0.21074748138168814,0.3620485203950904,0.32709102949384566,0.572467563051299,0.09245714601035127
52,0.19775877379929516,0.36461627678454384,0.26576701903728916,0.276478710849929,0.0,0.24580797159757273,5.3199926060288496e-245,0.034764517550320305
53,0.052820916283890525,0.10156824512104146,0.15224184841077032,0.364821393204175,0.10837797361236845,0.28966668935671297,0.45386636378454537,0.18490377714769543
54,0.13356333481606447,0.1382570707438578,0.009835174857623814,0.20040750838344604,0.2516964455175249,0.5721649264703105,0.31668358752631737,0.12630327015262152
55,0.223130503019602,0.27939672678102395,0.22687208366205155,0.14944829305425042,0.06407028451223425,0.18547947927131606,0.19304461868857936,0.11521268747788908
56,0.1707442158784961,0.36195076098234447,0.188490213743066,0.09429058991287584,0.0,0.4841244611469584,0.00367868915495928,0.101088711643195
57,0.26988834662998695,0.20214029958840368,0.3032402346092494,0.22904606484942608,0.0,0.0897014903771433,0.29894700435448784,0.0
58,0.23776821690589597,0.2777147175000073,0.2427481619912312,0.2855767639738844,0.0,0.2153149258822082,3.5903769023001316e-250,0.034764517550320305
59,0.16103160831030902,0.2544647129600701,0.13306066710109776,0.051205937729925655,0.1568673741702044,0.1602324260464079,0.602480577326833,0.2160537654857923
60,0.06953197335867486,0.2539773544985857,0.23696024386525208,0.3479123548005168,0.0,0.36558940068096835,2e-323,0.031035964397631784
61,0.18265397792770194,0.31075338420931586,0.3002475478678677,0.08803863252737612,5e-324,0.20144384640802293,0.29905134248068815,0.05335979942087478
62,0.02897283417949586,0.02751615370121948,0.29069930020617324,0.08539924511605256,0.37529892397494763,0.5275319008396673,0.40145126246899754,0.17658489648091283
63,0.32251457288087076,0.08794680367380059,0.31103655808969977,0.26382376092623533,0.0,0.21600697518616602,2.004834083944687e-17,0.0
64,0.11498457055807408,0.28678038356986657,0.21780672756705133,0.21398094329774478,0.0,0.4320507613913863,7.823851900968245e-81,0.0
65,0.08141863383187399,0.1694021603354366,0.21853430999092938,0.21274801831174345,5e-324,0.5421727604637544,1e-323,0.058334682483333004
66,0.20472756625255265,0.2360252737482954,0.15909813086594707,0.2558111343734247,0.0,0.31403685366784173,5.819104354270923e-261,0.034764517550320305
67,0.18339975193700972,0.021159958246562215,0.05702755623799387,0.18006143752716067,0.3406268908473378,0.37702903972317336,0.4801297763698932,0.10973725847559239
68,0.27617550769600013,0.2065943283822994,0.2658820148286392,2.100546643732225e-75,0.09396089099866638,0.3546800634757425,0.18880850220837123,5e-324
69,0.169012675211396,0.29429852951767815,0.19715954789814938,0.05121150744738906,0.2108642066935037,0.13897212908321205,0.479005420873324,0.1894230790988035
70,0.24368850373196388,0.17243305144562548,0.22215356390478783,0.22641889173389626,1.1922224491844793e-306,0.189061909877782,0.16347209629351256,0.26312119875229406
71,0.0972303438838999,0.2237144653816097,0.25710750683914085,5.904081173351713e-43,0.1780002898237253,0.31627037716182577,0.4995426387166926,0.114208941005371
72,0.04918897432727179,0.24736344100491314,0.18846421666532767,0.08917765750274367,0.27881084502177916,0.3311557703449166,0.55872751921285,0.13246383698085004
73,0.020697514831257393,0.0034399305894813807,0.19501363019184098,0.3946721320893378,0.026883214798121172,0.39205164431873124,0.25035909016488167,0.24356702589099274
74,0.139917325275,0.29130291746918,0.11456993331284199,0.2331792946153043,0.07031348455758518,0.2951951050077748,5e-324,0.2904407888509425
75,0.31740620033643463,0.22536359177016138,0.3663098062580209,6.534063306612732e-25,0.0,0.23959176793320794,0.02013706649661106,0.10309743521627124
76,0.2755769631801081,0.2695165617988993,0.20083718126690817,0.18682148514319177,0.0,0.28131690586352787,0.03309232368437692,0.03477518743446736
77,0.28295080737802103,0.3187982736366948,0.06561614863479741,0.21904107393207764,0.06115798043546826,0.5033831029541984,0.0002887214826639263,0.03937762750475342
78,0.1231591101941944,0.10660350780678415,1.306981156332693e-08,0.32603430754375423,0.2507798968253289,0.47839149816011867,0.4077643141996714,0.19772872591905696
79,0.17284902324127022,0.35995404028788647,0.12061061102788725,0.14341081309941117,0.08313452366433535,0.609572553525578,1.1037667957080938e-189,0.37794765028117705
80,0.16847521855537237,0.3031563268471412,0.2658208702526452,0.374646272654559,0.0,0.1488929862682185,0.0067321040889169485,0.06604941325828152
81,0.25268883641235446,0.16474971633051705,0.1657459716266157,0.22617755827457736,0.048346863895775034,0.3768479575940046,0.20232625198074475,0.0032971864394004944
82,0.21541731144859935,0.26806668636559833,0.29481309655124516,0.24444599637061315,0.0,0.3186417901453962,2e-323,0.031035964397631784
83,0.19223553094360118,0.36929834247139837,0.10055969838099975,0.2229400119983243,0.009373244186104947,0.23763349062197928,0.07749694429770584,0.15127274354645423
84,0.22233042284733281,0.28995818973875953,0.2694963696476918,0.18340842350155143,0.0,0.3585151431153956,0.0004101248400399668,0.03335212688645646
85,0.31832488066883813,0.28955141263323475,0.026294319221242098,5.935901660685752e-62,0.3329223982650434,0.36870027086900053,0.33518337439655127,0.11465614671014626
86,0.03378804494822227,0.09457530893639433,0.29068224476066934,0.2645314031687854,0.19354427868656368,0.11462160794245417,0.4743191790280346,0.1744446993557553
87,0.18331133173683797,0.18015240707515295,0.138103741363268,0.15425246458951436,0.034732623971414196,0.608303755645267,0.0,0.04187585618725944
88,0.307231304164962,0.2610296634154891,0.12307458718063363,0.15102670414204225,0.08484917583169345,0.3911151825801988,0.004782824263154999,0.37889571775941405
89,0.12204599928828785,0.40102169872801097,0.2605254104527178,0.25313273539462783,0.0,0.2220710903936446,1.9036283783144895e-257,0.034764517550320305
90,0.25142297448931106,0.44958646872586533,0.24124593570186995,0.0851188072485519,0.0,0.21615493305735753,2.840020788696213e-39,0.0
91,0.23283237857144234,0.23667560866715928,0.09288819518980354,0.2839457367721504,0.2893195154119307,0.20562971734577234,0.27544094660793417,0.10663719703011618
92,0.17667941112101854,0.46162760423772714,0.10406535983418766,0.2534199805463621,0.16670326374093558,1.6950518020550247e-53,0.35700125403853405,0.08179581178146393
93,0.16340289986236423,0.3315058057324542,0.10000393099776735,0.24565884126436044,0.0,0.4513393553071391,7.903910828385985e-107,0.0681535509757376
94,0.2282544128595694,0.2154442612801893,0.2501499020188531,0.2557026124711262,0.0,0.2853764449301524,0.018449655341906162,0.19089158155893568
95,0.2653045561195323,0.2391273365765654,0.14004463193942845,0.21177491726687842,0.13768652444187987,0.17139209753979584,0.36236415636675257,0.15727840845654587
96,0.24768481765312547,0.23992118457992323,0.2509007211520899,0.1318608526052016,5e-324,0.24773284490755232,0.06144526625446584,0.030598743947233092
97,0.14440623750461168,0.20857819608334063,0.2168961625839158,0.28748013301762754,1e-323,0.3331582952875664,0.22447323349108747,0.17895338050242726
98,0.1322779153679974,0.33710912687364375,0.2164046258011259,0.2635357713033814,0.4001912711090576,0.16940767305898813,0.12667679813658092,4.81881607624239e-26
99,0.04740320220177887,0.2129421654400994,0.36112696583340254,0.052260057136043155,0.34759852694266724,0.2676786172255288,0.44661868801045596,0.1188479600051277
100,0.13414719557247487,0.10623937863868889,0.3079961489807863,0.1673621107413473,8.119030910751677e-248,0.47274527354784174,0.012072136500532894,0.06706715649979922
101,0.1982427997893838,0.15653120980114826,0.3268447744990957,0.31838534030042864,0.0,0.35291958361183356,0.010803654772155004,0.0
102,0.1902641970160161,0.2483683604182318,0.15800497966170302,0.08435206854515268,0.30353589209909115,0.24436602597682133,0.5381023899003846,0.03166891021398205
103,0.3486815129722806,0.3514050541846337,0.1603823617132003,0.29911345984934795,0.0,0.16250130283973227,2.0987298437125195e-249,0.034764517550320305
104,0.21602965332139737,0.24920422389346267,0.138000315542395,0.38385975413039164,0.13716469046397145,0.23916692681858265,0.02204116595447473,0.0
105,0.10909945848668397,0.4155036660739037,0.17891590665881504,0.26687441510687826,1e-323,0.22166768446952384,0.0,0.3241973598826686
106,0.12328254271055235,0.08269373951689653,0.24799762118655624,0.1611386579759897,0.23360411060537867,0.4263859347836122,0.46248197583799877,0.07565991509653125
107,0.20929846497422086,0.1584562151096916,0.14501975558343663,0.1269809806895782,0.3527928757930111,0.3552585737202085,0.49174852952800513,0.10132082968303574
108,0.2139722561213797,0.3325268968597241,9.826412812032767e-17,0.3505401190143127,6.40306557e-316,0.2507164678725652,0.11836436849803673,0.14561358089781248
109,0.22062955648065077,0.3545385700187134,1.04803598373425e-37,0.11882354727412202,0.38798803187569564,0.21992712318853855,0.469887903844157,0.19370568729072898
110,0.13059722340431631,0.3388816415867867,0.14811891192717666,0.0728651521522558,0.0949309539957748,0.3641160202472477,0.4497065203722535,0.20911192278197083
111,0.3805499640432223,0.05946985679993411,0.20209373743730308,3.5112270925954333e-121,0.3884431611328737,0.29011086059124125,0.4091344917903892,0.09521901883928753
112,0.22535473489364288,0.25487344326661804,0.0926696006438291,0.23374409750900974,0.24306314642397386,0.14144878459187224,0.5512417474082043,0.08558871057919755
113,0.1242319716899573,0.22623222239225912,0.12632208052309504,0.1165613893979911,0.29463378030234966,0.3064127205444334,0.48371391951531245,0.10482960372218787
114,0.1788941320829392,0.4237864164324212,0.2783865675147951,0.11572825012873049,0.2672125264493885,0.055065746259927745,0.20310315179489358,5e-324
115,0.18583596006488687,0.055610333832646096,0.12773994936966349,0.17270280095865376,0.20898747064423018,0.38579169449535616,0.4095246019664209,0.10848917790981456
116,0.1704906695345626,0.3010542626648875,0.22267102173127618,0.15782502023938622,0.14003672440527337,0.37921314460045275,0.07145975075716444,0.053999445068703134
117,0.21272507112734412,0.13282595616358148,0.09088345437541294,0.12566914670758836,0.259533084588905,0.44377951581116337,0.529902681575959,0.1651725681733799
118,0.10791890606997427,0.3234000874362872,0.15742593150423942,0.17857192259266677,0.2674278696126884,0.15488740555919048,0.41642313083873317,0.1522044285001595
119,0.21155350654279848,0.24928023646722666,0.2436200995021438,0.2982527757835273,0.0,0.18466570722209263,0.008905359344027372,0.06757309600907294
120,0.22173199702590712,0.21560500328863574,0.11241406898167261,0.11156813929519645,0.2622389830582851,0.27248097882557715,0.5365951902942986,0.03415125709775729
121,0.0315063203146095,0.20165550775087016,0.21188031043010008,0.13540576636168222,0.330845109007468,0.42074359597395744,0.44312945639930607,0.03157197092532153
122,0.20574176359160576,0.21304120375285204,0.23086160311829448,0.12953761698593097,0.0,0.4755410612123034,0.010788687493579132,0.0
123,0.11703644706216551,0.12799292091518835,0.029503610816389622,0.19486572732378554,0.22595350270875106,0.7477158114119722,0.0,0.35486546442072614
124,0.22986136966463414,0.45041899896580373,0.14631962427234632,0.2947361163427291,0.0,0.031014939911835047,0.02157885059404037,0.0
125,0.0971966341280911,0.20182700894585395,0.046968951717660364,0.19260761850834274,0.4046484288229811,0.4105900759963194,0.4703797594076128,0.006836854712747941
126,0.13232790944932002,0.19370838328190404,0.30994682706583104,0.12498952027908117,0.17258491489146463,0.17399297048841733,0.4493902916469813,0.07670519002144964
127,0.28760688445928523,0.13828667494762897,0.22639494361984866,0.26966237169367874,0.08351617024092903,0.09978614997959318,0.4807794442170475,0.09584838303693459
128,0.09269323696908278,0.38080997990304855,0.1443047939777724,0.0338192382987967,0.31531236970357623,0.2514331961197971,0.5096474445640908,0.08232193423919998
129,0.08572783200955614,0.1168212652681273,0.3197383778262731,0.2865910275981329,0.3780771285509971,0.04876293849878983,0.5118050277308754,9.53421061354079e-160
130,0.11892705685202193,0.16741217191549151,0.17920458629126243,0.32799120311862995,0.18546682884792415,0.1282138531817191,0.317277277646402,0.07790085781584692
131,0.07438955544743571,0.09891379934758357,0.1917599076174957,0.35956378616569984,0.35642490000383414,0.20073712664913285,0.5727147517371706,0.09225771481287708
132,0.04787083450260219,0.21879013874214007,0.11958865907415986,0.09564402070350543,0.4946489474080592,0.6130553071980982,0.09338096171893534,0.2646914016752314
133,0.3935927678222334,0.0655321204952034,0.13674602329171387,0.058704028430784316,0.37949686897604606,0.35842268514995734,0.3821021817457347,7.069706896473426e-269
134,0.07471885282068803,0.25336591453656726,0.10379040594581239,0.3017208982316807,0.1983690185127583,0.27992757758538556,0.3934186886241269,0.03511585270979594
135,0.1402247681560629,0.1671195208789427,0.27007721466739015,0.3542361077058205,0.3516643775087409,0.040584230720199205,0.2050909143926204,0.0
136,0.2383526285028655,0.12809174846826185,0.2686892843745493,0.2157104780988765,0.09479575494501838,0.39927133872436626,0.05609965670246443,0.022147381849586117
137,0.059411061172255995,0.11692587190695143,0.10029782987049607,0.3067530631249132,0.753006147093768,0.5172874599724899,0.16098727581936242,0.23960163843166904
138,0.20811757647627885,0.13531326944800012,0.286231413449476,0.34682494753676363,0.0,0.16670983295263034,0.12626215837286803,0.0
139,0.3414512345988219,0.06656689270173458,0.23258731584314057,0.2896738463627537,0.15424569778927927,0.20182887187187418,0.236949866475923,0.0
140,0.14906061471261517,0.1675568526820287,0.25900504895403537,0.24155330381345036,0.0,0.3250508858554306,0.11804460030786777,0.25681375945958396
141,0.14919857873414108,0.36212079306345774,0.22747500872656626,0.2722087640613164,0.0,0.13131208567306227,0.026048322171406665,0.18509840034871589
142,0.22467563035158092,0.1849938738499717,0.21272378321332225,0.18479559215154245,0.0,0.39203766882126184,1.0023796992591898e-14,0.0
143,0.19306408428945765,0.4264636865728825,0.08106425768222364,0.3660507948582153,0.0,0.26084721107476644,4.7343126230692705e-251,0.034764517550320305
144,0.27631182420200046,0.21570673043278793,0.19503776719828647,0.08338916816476252,0.3879346158248529,0.18613561414425284,0.38810590881835505,0.11276169485827614
145,6.318565190916239e-08,0.28211548773581263,0.18327412978675903,0.14033198528248858,0.25283528453759335,0.40513675114183584,0.4518363874661189,0.1598671870193383
146,2.6523857319770112e-61,0.22907786748247144,0.17305467445886488,0.10561237721402374,0.31492546700036256,0.4237894241358292,0.4744145881906719,0.11975614236955115
147,0.15823007068376407,0.3575599810162401,0.2805291766124234,0.18287197189448362,0.0,0.262528486544382,5e-324,0.15916285733525398
148,0.1809385407248486,0.1511838968826951,0.10872924578064261,0.18096481703850706,0.4038746234417384,0.27348174054117064,0.5386279441168074,0.0548690092087008
149,0.161743384404439,0.14150373355237414,0.37420118772258454,0.2618937471715543,0.0,0.3086011713558061,0.03057388423534811,0.06595366479076552
150,0.26425206813287067,0.3144478519858525,0.2680574860306334,0.1368247433124404,0.0,0.3005983061245614,5.712518676971655e-51,0.0
151,0.11866049316394922,0.20483244255482053,0.3097573867643596,0.21093294746615693,0.05923937130868127,0.2536804668171258,0.17156489388901328,0.02886443310455406
152,0.1201010361990042,0.07994743827094225,0.09277435367755625,0.3236808750644696,0.40506306615817345,0.36844992202646215,0.47619308934082605,0.10724877331987691
153,0.20457701926507577,1.6000699906049834e-106,0.2603716114025759,0.2745558631900701,0.19209002443905523,0.09936232121003412,0.46951515120401394,0.17059132012513148
154,0.07439826905262659,0.006371047863355294,0.18426016301330603,0.18787969163096577,0.1602800721225321,0.42032104497826567,0.5902787653940659,0.09529147459339725
155,0.0575125317150836,0.26808432900635387,0.1643079109544531,0.2104780465977525,0.283873401535532,0.20697371715948168,0.42043315985241425,0.1528987735807537
156,0.024455395734475163,0.15959154329497044,0.37753765791341026,0.051798757162539795,0.0,0.41679569548594714,0.012258448769988684,0.030372320947791995
157,0.2964591711487963,0.37091988818881194,0.15023621155754677,0.12127031634626279,0.0,0.34713780371582803,1.5103633960244497e-34,0.0
158,2.012323206629707e-06,6.074989452048912e-46,0.3870315478229363,0.36893534966958297,3.1633119626583522e-80,0.39498410192053285,0.21941493157148967,0.08153367129700068
159,0.22400886719617988,0.1712841414890379,0.09703638652791187,0.17921301777511348,0.2987313942750295,0.3022353149540097,0.4758998954486974,0.08804863704673044
160,0.1450601928253163,0.14159304618396668,0.319135379479408,0.14240046893108574,0.23093803837946217,0.29736434731324496,0.3038962887392678,0.10999945691378508
161,0.16822823300476616,0.1274695339214862,0.15208197226105402,0.32004938438247477,0.0,0.4611903611816737,1.0636149690111945e-31,0.0
162,0.36454787118512993,0.065714807018629,0.20173628136165142,0.28055863437378786,0.0,0.430082639732682,9.875637228385624e-79,0.0
163,0.2887943058980531,0.17733436682703305,0.25975872622618246,0.27471759738899926,0.0,0.2154764379603279,1.171074458564064e-242,0.034764517550320305
164,0.10201799743355282,1.8221680498976876e-100,0.11711299545443826,0.28751502296853754,0.335575824119361,0.4385861812366776,0.49329514967465204,0.12657939478583835
165,0.14722982304884788,0.3364404684498989,0.18017455633260326,0.12556260357311338,0.0,0.510311120948746,7.863063927843253e-38,0.0
166,0.0045465473165709385,0.2783973069127257,0.07667837638488766,0.23139523097457795,0.6753451192477476,0.5153884941889799,5e-324,0.2648385753580753
167,0.2908167292482639,0.19579780048040185,0.2740502341188613,0.1493604571971497,0.0,0.20378460560853476,3.2772646652575487e-127,0.0681535509757376
168,0.30323155868093776,0.2729841686308503,0.2365756071120961,0.050404477618599564,0.0,0.43991228337953237,1.7438117409803274e-258,0.034764517550320305
169,0.11438854625213893,0.14596842757483916,1.0873463068838815e-38,0.425360161866847,0.6784054579565304,0.3105529828568366,0.18246930658062221,0.22889283657161522
170,0.2572269026196928,0.3008936327595953,0.22758474629557676,0.2190063135608009,0.0,0.16530509592634832,0.15870703931424962,0.022186004771562923
171,0.2763088715534293,0.0804063744052545,0.1635943211931593,0.21482981688202923,0.4032661005253817,0.17617006360286763,0.35517149581257207,0.05884408613450142
172,0.10591969701393023,0.12516807523755527,1.4192669199970544e-20,0.19343669067850652,0.5189629046382171,0.7598222224600052,0.08851801811556735,0.068572357684398
173,0.29222889108262695,0.19381966742705917,0.16022517072317274,0.11247376090567003,0.4192205275373099,0.24268821430056522,0.49739395368128997,0.045018783709392544
174,0.16979122010542647,0.0829494344573102,0.279617857693516,0.11627273129409071,0.05378730670075323,0.2479154791685516,0.493623602603898,0.08323302927183575
175,0.22757618256064888,0.19623595798177232,0.3170798128825273,0.16782099697656433,0.0,0.3125586366450531,0.010026562455292726,0.06533769176359118
176,0.12796848723110404,0.4680420127690961,0.11376997323811307,0.15931399314878766,0.0,0.36072627041808586,0.002988232387837638,0.2376346760518717
177,0.18873941141333292,0.0684992879311396,0.3172135596283401,0.1196419777358605,5e-324,0.3646930883752584,0.05547009771849495,0.12535453339013305
178,1.614775159292846e-294,0.28904678470586526,0.1616169605627774,0.17831607676533584,0.3131900017692956,0.28633142091236774,0.44991632922587166,0.2140839413198837
179,0.06624448528983629,0.17196094383697136,0.16104032933128173,0.33805486449815086,0.0,0.4973273192548779,0.12221559755757903,0.06054220577086955
180,0.2507171871508542,0.08840114630694505,0.2762322201719295,0.22678063193577222,0.16366939689667326,6.418842731926517e-52,0.4066088710116723,0.05792979714971692
181,0.10323846626209708,0.33233601132648777,0.09739398175668877,0.256395414524855,0.058852913258096856,0.45284023708435145,0.0,0.3712636931161102
182,0.24006115879392032,0.3640613732485421,0.018425776237239854,0.2629593006088687,0.0,0.2958129906818239,8.464769163686191e-15,0.0
183,0.33375989230574354,6.30383265001695e-25,0.09698367177732725,0.1377913122429984,0.2004138096560131,0.31846912286080326,0.39408566944491863,0.09254979945285018
184,0.22009392759237148,0.21505083102988035,1.387283178863031e-16,0.24349782730952912,0.3274584601919361,0.27918151922789397,0.5711779553249318,0.1327402951535435
185,0.40363920310024515,0.12632050237044473,0.03703407922762802,0.28004975315259395,0.0891753552876369,0.013474461058446326,0.27141771156992656,0.0
186,0.15390536436145555,0.21481903999377755,0.07597106476257773,0.34359539686817625,0.0,0.5101743687459859,0.011014000694536211,0.24366337066241087
187,0.21228250490848097,0.3251523705929447,0.1669913258936963,0.2119857297968598,0.0,0.3734023256461612,3.281174184752196e-48,0.0
188,0.08113715614330633,0.35710727025946337,0.19320026191438422,0.16844393611595362,0.28822448209728113,0.18211461824588052,0.48881920535567375,0.15669561944749802
189,0.3232723806329433,0.26610044771713365,0.11995176824750318,0.27829260233787245,0.0,0.2439186764473541,2.970394696606472e-14,0.0
190,0.2547099991024179,0.2629005373532011,9.892502722852901e-94,0.04520261793154506,0.3348865628729892,0.31412985393606707,0.5000601436256737,0.06914731411098493
191,0.03264905164545729,0.29638563074217117,4.2217933994123697e-39,0.16643044737755364,0.39875379825661744,0.35553309962773366,0.45312491729239185,0.1488547568663763
192,0.258423559452758,0.31940224203527234,0.22024417550615116,0.1477757630042416,0.027765309628980984,0.3680677029880486,0.0,0.0
